level_0,Latitude,Longitude,PlaceID,PlaceName
1372641749620000571,41.15394000000001,-8.610092999999999,60,Trindade
1372641858620000154,41.160087,-8.616465,51,Ramada Alta
1372641886620000089,41.158863,-8.635536,54,Rotunda
1372641991620000231,41.153562,-8.608437,19,Carvalheiras
1372642071620000305,41.1579,-8.600562,38,Marquês
1372642168620000570,41.174046,-8.666675999999999,3,Aldoar
1372642178620000060,41.164209,-8.623188,51,Ramada Alta
1372642204620000596,41.154633,-8.652267,36,Lordelo
1372642291620000231,41.159997,-8.640684,59,Tenente Valadim
1372642351620000005,41.152716,-8.611443,60,Trindade
1372642438620000657,41.190381,-8.596701,33,H. São João
1372642546620000458,41.180868,-8.5833,6,Areosa
1372642553620000167,41.190606,-8.652366,46,Pereira de Melo
1372642569620000004,41.140944,-8.615232,34,Infante
1372642706620000653,41.164209,-8.623071000000001,51,Ramada Alta
1372642886620000403,41.145786,-8.610911999999999,57,São Bento
1372642896620000403,41.180976,-8.582823,6,Areosa
1372642990620000503,41.180544,-8.645787,62,Viso
1372643195620000372,41.159052,-8.660259,37,Marechal
1372643201620000621,41.187402,-8.692191000000001,22,Castelo do Queijo
1372643415620000653,41.17877100000001,-8.645598,62,Viso
1372643424620000571,41.166,-8.624925,20,Carvalhido
1372643562620000570,41.159367,-8.655174,37,Marechal
1372643618620000463,41.147019,-8.620146,18,Carregal
1372643636620000060,41.164218,-8.623107000000001,51,Ramada Alta
1372643656620000492,41.153346,-8.651862,36,Lordelo
1372643825620000569,41.159367,-8.637497999999999,59,Tenente Valadim
1372643825620000612,41.181264,-8.584677000000001,6,Areosa
1372643923620000360,41.258205,-8.595081,33,H. São João
1372643960620000545,41.15367,-8.610363000000001,60,Trindade
1372644011620000463,41.14638,-8.617662,25,Cordoaria
1372644235620000520,41.147325,-8.602524,61,Vinte e Quatro de Agosto
1372644253620000574,41.150682,-8.647695,43,Ouro
1372644270620000173,41.144094,-8.599419000000001,61,Vinte e Quatro de Agosto
1372644281620000320,41.154453,-8.655255,36,Lordelo
1372644302620000560,41.153418,-8.596233,2,Alameda
1372644311620000492,41.134545,-8.604333,9,Batalha
1372644406620000154,41.179698,-8.628822,16,Campismo
1372644406620000486,41.211306,-8.613171000000001,5,Amial
1372644436620000112,41.133861,-8.586945,15,Campanhã
1372644458620000450,41.176485,-8.644689,62,Viso
1372644476620000307,41.161608,-8.603946,58,Terço
1372644642620000305,41.144706,-8.606322,9,Batalha
1372644655620000520,41.157036,-8.59707,2,Alameda
1372644692620000173,41.145633,-8.598186,61,Vinte e Quatro de Agosto
1372644810620000004,41.15426400000001,-8.649891,36,Lordelo
1372644996620000620,41.156676,-8.574633,26,Corujeira
1372645102620000671,41.164101,-8.6229,51,Ramada Alta
1372645110620000542,41.160285,-8.605404,38,Marquês
1372645157620000341,41.184081,-8.587467,6,Areosa
1372645158620000015,41.178429,-8.580428999999999,6,Areosa
1372645240620000577,41.084622,-8.586369,15,Campanhã
1372645298620000307,41.116221,-8.603523,9,Batalha
1372645400620000435,41.236596,-8.669907,31,H. Magalhães Lemos
1372645426620000454,41.154768,-8.618822999999999,52,Républica
1372645492620000171,41.150889,-8.630514,30,Galiza
1372645575620000201,41.158674,-8.633412,54,Rotunda
1372645583620000007,41.16249000000001,-8.609103,63,Santa Maria
1372645859620000199,41.153724,-8.610021000000001,60,Trindade
1372646014620000611,41.181606,-8.655903,47,Pereiró
1372646066620000167,41.199687,-8.709399000000001,22,Castelo do Queijo
1372646173620000686,41.182407,-8.597178,33,H. São João
1372646292620000101,41.231907,-8.667261,31,H. Magalhães Lemos
1372646391620000233,41.158008,-8.622162,51,Ramada Alta
1372646419620000372,41.164668,-8.584398,28,Dragão
1372646432620000105,41.17131,-8.655561,47,Pereiró
1372646454620000574,41.148594,-8.647389,43,Ouro
1372646478620000398,41.236929,-8.669754,31,H. Magalhães Lemos
1372646490620000067,41.164461,-8.636688000000001,17,Carcereira
1372646567620000520,41.161869,-8.594028,56,Sá Carneiro
1372646610620000112,41.23629,-8.646993,62,Viso
1372646627620000503,41.23696500000001,-8.670132,31,H. Magalhães Lemos
1372646650620000569,41.152149,-8.605845,19,Carvalheiras
1372646651620000688,41.169978,-8.663247,3,Aldoar
1372646663620000473,41.232591,-8.625653999999999,16,Campismo
1372646710620000367,41.161392,-8.676729,41,Nevogilde
1372646789620000534,41.146839,-8.596305000000001,61,Vinte e Quatro de Agosto
1372646810620000672,41.219037,-8.69508,22,Castelo do Queijo
1372646864620000089,41.145453,-8.615871,25,Cordoaria
1372646879620000305,41.236551,-8.670033,31,H. Magalhães Lemos
1372646917620000190,41.14839600000001,-8.598969,61,Vinte e Quatro de Agosto
1372646923620000472,41.153859,-8.599437,61,Vinte e Quatro de Agosto
1372646925620000596,41.237541,-8.669943,31,H. Magalhães Lemos
1372646982620000600,41.1624,-8.644428,7,Av. Boavista
1372647034620000009,41.185278,-8.692182,22,Castelo do Queijo
1372647050620000496,41.23755900000001,-8.67024,31,H. Magalhães Lemos
1372647114620000013,41.17842,-8.62425,16,Campismo
1372647115620000201,41.195475,-8.699967,22,Castelo do Queijo
1372647120620000307,41.142393,-8.605872,9,Batalha
1372647224620000010,41.236416,-8.669880000000001,31,H. Magalhães Lemos
1372647232620000173,41.180679,-8.582499,6,Areosa
1372647382620000686,41.16609,-8.594595,56,Sá Carneiro
1372647564620000454,41.15430900000001,-8.613549,52,Républica
1372647636620000621,41.169951,-8.581932,24,Conde Ferreira
1372647683620000492,41.164146,-8.622909,51,Ramada Alta
1372647704620000476,41.236992,-8.670204,31,H. Magalhães Lemos
1372647730620000534,41.237649,-8.670294,31,H. Magalhães Lemos
1372647797620000005,41.211576,-8.559666,6,Areosa
1372647874620000195,41.155983,-8.611866000000001,52,Républica
1372647913620000307,41.153589,-8.605575,19,Carvalheiras
1372647990620000653,41.237514,-8.670167999999999,31,H. Magalhães Lemos
1372648061620000406,41.200785,-8.505945,6,Areosa
1372648129620000199,41.161284,-8.604738000000001,58,Terço
1372648236620000307,41.237118,-8.670086999999999,31,H. Magalhães Lemos
1372648345620000367,41.164794,-8.670708,41,Nevogilde
1372648378620000325,41.140449,-8.613063,53,Ribeira
1372648404620000503,41.148225,-8.616078,25,Cordoaria
1372648417620000015,41.109552,-8.617896,34,Infante
1372648496620000101,41.153022,-8.56926,8,Azevedo
1372648526620000011,41.142645,-8.615358,34,Infante
1372648539620000632,41.160294,-8.608752,63,Santa Maria
1372648578620000112,41.237532,-8.670078,31,H. Magalhães Lemos
1372648677620000492,41.165937,-8.620416,51,Ramada Alta
1372648688620000308,41.16105,-8.636922,59,Tenente Valadim
1372648701620000333,41.168934,-8.55297,55,São Roque
1372648756620000481,41.236488,-8.669835,31,H. Magalhães Lemos
1372648789620000621,41.164263,-8.622963,51,Ramada Alta
1372648838620000398,41.237496,-8.670050999999999,31,H. Magalhães Lemos
1372648898620000128,41.209137,-8.560872,6,Areosa
1372648996620000657,41.156073,-8.654967,36,Lordelo
1372649002620000463,41.126112,-8.606160000000001,9,Batalha
1372649008620000560,41.147514,-8.661267,45,Passeio Alegre
1372649049620000671,41.1669,-8.609373,11,Bom Pastor
1372649058620000190,41.236866,-8.670132,31,H. Magalhães Lemos
1372649081620000171,41.166882,-8.597636999999999,56,Sá Carneiro
1372649085620000569,41.161176,-8.600544000000001,38,Marquês
1372649121620000486,41.168799,-8.592831,24,Conde Ferreira
1372649124620000480,41.237136,-8.670204,31,H. Magalhães Lemos
1372649132620000574,41.152455,-8.663238,40,Mercado da Foz
1372649134620000540,41.237487,-8.670366,31,H. Magalhães Lemos
1372649178620000153,41.236641,-8.669961,31,H. Magalhães Lemos
1372649185620000360,41.147874,-8.668197,45,Passeio Alegre
1372649198620000403,41.14881,-8.585892,15,Campanhã
1372649231620000600,41.148576,-8.585622,15,Campanhã
1372649262620000496,41.198355,-8.59959,33,H. São João
1372649271620000450,41.237937,-8.670366,31,H. Magalhães Lemos
1372649288620000517,41.193918,-8.578880999999999,6,Areosa
1372649313620000231,41.153535,-8.645976,36,Lordelo
1372649323620000496,41.235336,-8.667648,31,H. Magalhães Lemos
1372649382620000233,41.126454,-8.598195,61,Vinte e Quatro de Agosto
1372649452620000436,41.237271,-8.670186,31,H. Magalhães Lemos
1372649477620000333,41.237919,-8.670347999999999,31,H. Magalhães Lemos
1372649505620000005,41.163741,-8.513811,55,São Roque
1372649558620000154,41.236938,-8.669925,31,H. Magalhães Lemos
1372649558620000663,41.15903400000001,-8.624151,32,H. Militar
1372649562620000686,41.160852,-8.637705,59,Tenente Valadim
1372649630620000011,41.166216,-8.620892999999999,51,Ramada Alta
1372649733620000648,41.175117,-8.618463,42,Nove de Abril
1372649751620000178,41.237532,-8.670213,31,H. Magalhães Lemos
1372649763620000235,41.17509,-8.586162,24,Conde Ferreira
1372649766620000089,41.189499,-8.535960000000001,6,Areosa
1372649782620000671,41.159106,-8.570169,55,São Roque
1372649822620000341,41.150871,-8.598879,61,Vinte e Quatro de Agosto
1372649868620000653,41.236902,-8.670015,31,H. Magalhães Lemos
1372649918620000325,41.143338,-8.602704,9,Batalha
1372649921620000367,41.23764,-8.670266999999999,31,H. Magalhães Lemos
1372649947620000360,41.159691,-8.663841,37,Marechal
1372650050620000534,41.147217,-8.612244,23,Clérigos
1372650128620000423,41.146776,-8.620038000000001,18,Carregal
1372650181620000560,41.15058300000001,-8.660447999999999,37,Marechal
1372650243620000463,41.237091,-8.670096000000001,31,H. Magalhães Lemos
1372650298620000534,41.237478,-8.670195,31,H. Magalhães Lemos
1372650494620000686,41.152698,-8.613684,52,Républica
1372650516620000307,41.167944,-8.629515,50,Prelada
1372650626620000665,41.23755,-8.670276,31,H. Magalhães Lemos
1372650650620000625,41.18292,-8.601462,33,H. São João
1372650696620000320,41.148963,-8.586729,15,Campanhã
1372650711620000403,41.147298,-8.615808,25,Cordoaria
1372650736620000012,41.237091,-8.670114,31,H. Magalhães Lemos
1372650781620000621,41.163876,-8.620325999999999,51,Ramada Alta
1372650808620000400,41.237199,-8.670123,31,H. Magalhães Lemos
1372650838620000398,41.169267,-8.622963,20,Carvalhido
1372650870620000688,41.148558,-8.586018,15,Campanhã
1372650895620000403,41.147298,-8.615817,25,Cordoaria
1372650904620000307,41.152374,-8.618994,18,Carregal
1372650908620000403,41.147298,-8.615835,25,Cordoaria
1372650914620000434,41.238243,-8.668629,31,H. Magalhães Lemos
1372650915620000540,41.237118,-8.669241,31,H. Magalhães Lemos
1372650938620000305,41.168025,-8.592147,24,Conde Ferreira
1372650962620000503,41.184729,-8.691291,22,Castelo do Queijo
1372651027620000600,41.155821,-8.609229,63,Santa Maria
1372651034620000403,41.23741500000001,-8.670249,31,H. Magalhães Lemos
1372651042620000171,41.237577,-8.670276,31,H. Magalhães Lemos
1372651101620000197,41.161833,-8.604432000000001,58,Terço
1372651127620000686,41.237046,-8.669898,31,H. Magalhães Lemos
1372651200620000011,41.177304,-8.584011,6,Areosa
1372651225620000201,41.146155,-8.617608,25,Cordoaria
1372651253620000565,41.143203,-8.638164,43,Ouro
1372651273620000486,41.176152,-8.546985000000001,55,São Roque
1372651427620000569,41.16366,-8.588592,56,Sá Carneiro
1372651455620000436,41.190156,-8.694837,22,Castelo do Queijo
1372651472620000435,41.159025,-8.630082000000002,54,Rotunda
1372651473620000454,41.148864,-8.585631,15,Campanhã
1372651570620000073,41.151834,-8.649459,36,Lordelo
1372651639620000517,41.148855,-8.585604,15,Campanhã
1372651649620000153,41.170032,-8.653185,47,Pereiró
1372651679620000520,41.237424,-8.670167999999999,31,H. Magalhães Lemos
1372651688620000173,41.170671,-8.582742,24,Conde Ferreira
1372651706620000458,41.160978,-8.629325999999999,21,Casa da Musica
1372651775620000231,41.133483,-8.634735000000001,4,Alfândega
1372651844620000432,41.23719000000001,-8.670123,31,H. Magalhães Lemos
1372651870620000007,41.236785,-8.670105,31,H. Magalhães Lemos
1372651896620000496,41.237487,-8.670258,31,H. Magalhães Lemos
1372651901620000024,41.148837,-8.585649,15,Campanhã
1372652035620000577,41.237694,-8.670213,31,H. Magalhães Lemos
1372652070620000398,41.237523,-8.670231,31,H. Magalhães Lemos
1372652079620000632,41.148783,-8.586135,15,Campanhã
1372652291620000672,41.146227,-8.61759,25,Cordoaria
1372652323620000571,41.2371,-8.670050999999999,31,H. Magalhães Lemos
1372652369620000423,41.152779,-8.614953,52,Républica
1372652423620000620,41.161086,-8.621046,51,Ramada Alta
1372652447620000517,41.181759,-8.601255,33,H. São João
1372652486620000105,41.154426,-8.643933,36,Lordelo
1372652519620000235,41.237694,-8.670249,31,H. Magalhães Lemos
1372652609620000561,41.159214,-8.646732,7,Av. Boavista
1372652617620000477,41.237523,-8.67024,31,H. Magalhães Lemos
1372652681620000067,41.148927,-8.584164,15,Campanhã
1372652704620000372,41.148711,-8.584245,15,Campanhã
1372652738620000612,41.148297,-8.585838,15,Campanhã
1372652766620000534,41.237055,-8.670086999999999,31,H. Magalhães Lemos
1372652789620000492,41.158647,-8.575335,26,Corujeira
1372652856620000367,41.16276,-8.621046,51,Ramada Alta
1372652978620000167,41.1462,-8.617697999999999,25,Cordoaria
1372653006620000596,41.129649,-8.620137,34,Infante
1372653015620000128,41.237613,-8.670015,31,H. Magalhães Lemos
1372653088620000154,41.237235,-8.670213,31,H. Magalhães Lemos
1372653126620000450,41.236632,-8.669943,31,H. Magalhães Lemos
1372653132620000239,41.23629,-8.669916,31,H. Magalhães Lemos
1372653146620000515,41.155101,-8.599455,61,Vinte e Quatro de Agosto
1372653162620000621,41.237145,-8.669016000000001,31,H. Magalhães Lemos
1372653190620000279,41.148873,-8.585649,15,Campanhã
1372653388620000616,41.16199500000001,-8.630136,21,Casa da Musica
1372653445620000454,41.153769,-8.591157,2,Alameda
1372653451620000178,41.237208,-8.670105,31,H. Magalhães Lemos
1372653462620000101,41.154615,-8.618814,52,Républica
1372653466620000403,41.15187,-8.62704,30,Galiza
1372653472620000403,41.14444500000001,-8.605962,9,Batalha
1372653597620000477,41.238657,-8.668224,31,H. Magalhães Lemos
1372653605620000167,41.1444,-8.605836,9,Batalha
1372653618620000197,41.184783,-8.592138,33,H. São João
1372653624620000435,41.169006,-8.623539,20,Carvalhido
1372653635620000665,41.23719000000001,-8.670024,31,H. Magalhães Lemos
1372653764620000486,41.148783,-8.585622,15,Campanhã
1372653846620000476,41.161554,-8.649981,35,Lago
1372653985620000653,41.17977,-8.629686,16,Campismo
1372654047620000480,41.237127,-8.670249,31,H. Magalhães Lemos
1372654080620000308,41.162283,-8.636562,59,Tenente Valadim
1372654104620000657,41.181885,-8.674857000000001,31,H. Magalhães Lemos
1372654156620000600,41.23746,-8.670186,31,H. Magalhães Lemos
1372654224620000451,41.18112,-8.640081,62,Viso
1372654229620000663,41.150043,-8.607267,10,Bolhão
1372654295620000455,41.16033,-8.609742,63,Santa Maria
1372654299620000325,41.236713,-8.669637,31,H. Magalhães Lemos
1372654423620000620,41.237433,-8.670123,31,H. Magalhães Lemos
1372654482620000571,41.236533,-8.66961,31,H. Magalhães Lemos
1372654625620000569,41.188203,-8.703405,22,Castelo do Queijo
1372654628620000105,41.159169,-8.636166000000001,59,Tenente Valadim
1372654856620000901,41.23557,-8.669691,31,H. Magalhães Lemos
1372654879620000329,41.145318,-8.579916,15,Campanhã
1372655112620000086,41.236434,-8.669727,31,H. Magalhães Lemos
1372655153620000280,41.163192,-8.676053999999999,41,Nevogilde
1372655154620000196,41.180472,-8.685423,22,Castelo do Queijo
1372655154620000386,41.185971,-8.580834,6,Areosa
1372655268620000197,41.144427,-8.606069999999999,9,Batalha
1372655583620000569,41.154237,-8.609958,60,Trindade
1372655604620000007,41.154624,-8.609499000000001,60,Trindade
1372655659620000663,41.236884,-8.669952,31,H. Magalhães Lemos
1372655792620000386,41.148765,-8.584227,15,Campanhã
1372655852620000540,41.237649,-8.670303,31,H. Magalhães Lemos
1372655858620000367,41.148828,-8.585649,15,Campanhã
1372655866620000514,41.14899000000001,-8.585937,15,Campanhã
1372655920620000672,41.148837,-8.585676,15,Campanhã
1372655941620000247,41.148855,-8.585604,15,Campanhã
1372655979620000502,41.129532,-8.620137,34,Infante
1372655986620000561,41.148756,-8.585747999999999,15,Campanhã
1372656016620000570,41.148756,-8.585747999999999,15,Campanhã
1372656094620000463,41.129523,-8.620028999999999,34,Infante
1372656105620000151,41.236551,-8.670050999999999,31,H. Magalhães Lemos
1372656127620000472,41.152572,-8.607555,10,Bolhão
1372656129620000307,41.232276,-8.66115,31,H. Magalhães Lemos
1372656138620000496,41.237352,-8.670159,31,H. Magalhães Lemos
1372656183620000195,41.15958300000001,-8.628651,21,Casa da Musica
1372656241620000539,41.236875,-8.670078,31,H. Magalhães Lemos
1372656286620000520,41.148756,-8.5842,15,Campanhã
1372656288620000201,41.144364,-8.606069999999999,9,Batalha
1372656327620000435,41.1291,-8.612883,53,Ribeira
1372656337620000320,41.148756,-8.585649,15,Campanhã
1372656341620000286,41.13757800000001,-8.616987,34,Infante
1372656348620000010,41.191056,-8.494191,6,Areosa
1372656357620000308,41.179248,-8.601624000000001,49,Pólo Universitário
1372656387620000571,41.236839,-8.670033,31,H. Magalhães Lemos
1372656508620000458,41.17662,-8.562573,55,São Roque
1372656577620000421,41.148981,-8.584146,15,Campanhã
1372656587620000337,41.236848,-8.670015,31,H. Magalhães Lemos
1372656593620000305,41.171877,-8.637822,29,Francos
1372656656620000280,41.161032,-8.648603999999999,36,Lordelo
1372656661620000013,41.237082,-8.670167999999999,31,H. Magalhães Lemos
1372656682620000565,41.166774,-8.595063,56,Sá Carneiro
1372656695620000042,41.172111,-8.638434,29,Francos
1372656887620000167,41.150844,-8.673615,45,Passeio Alegre
1372656902620000184,41.158341,-8.628075,13,Brasília
1372656963620000432,41.129622,-8.620038000000001,34,Infante
1372656964620000549,41.236812,-8.669916,31,H. Magalhães Lemos
1372657008620000280,41.164974,-8.628200999999999,20,Carvalhido
1372657019620000071,41.16731400000001,-8.649315,35,Lago
1372657105620000152,41.179104,-8.601165,49,Pólo Universitário
1372657135620000229,41.177223,-8.614071000000001,1,Agra
1372657150620000534,41.150043,-8.613774000000001,14,Câmara
1372657174620000197,41.181426,-8.658045,31,H. Magalhães Lemos
1372657240620000075,41.237478,-8.669889,31,H. Magalhães Lemos
1372657272620000304,41.148531,-8.606232,10,Bolhão
1372657325620000329,41.180382,-8.662626,31,H. Magalhães Lemos
1372657343620000486,41.147118,-8.620434,18,Carregal
1372657532620000073,41.148909,-8.58564,15,Campanhã
1372657568620000391,41.237487,-8.670285,31,H. Magalhães Lemos
1372657629620000576,41.236893,-8.670141000000001,31,H. Magalhães Lemos
1372657632620000046,41.17977,-8.587917,6,Areosa
1372657701620000280,41.094684,-8.584308,15,Campanhã
1372657707620000137,41.179698,-8.602227000000001,49,Pólo Universitário
1372657730620000632,41.16231,-8.654814,37,Marechal
1372657775620000578,41.150439,-8.608851,60,Trindade
1372657785620000406,41.222196,-8.56836,6,Areosa
1372657859620000012,41.23683,-8.67015,31,H. Magalhães Lemos
1372657891620000534,41.237577,-8.670276,31,H. Magalhães Lemos
1372657945620000398,41.173398,-8.684883000000001,22,Castelo do Queijo
1372657983620000190,41.234211,-8.666991000000001,31,H. Magalhães Lemos
1372657987620000623,41.15457,-8.673803999999999,40,Mercado da Foz
1372658027620000669,41.177214,-8.66907,31,H. Magalhães Lemos
1372658043620000436,41.148657,-8.584272,15,Campanhã
1372658074620000242,41.237118,-8.670141000000001,31,H. Magalhães Lemos
1372658129620000397,41.144634,-8.606484,9,Batalha
1372658138620000397,41.154516,-8.673903,40,Mercado da Foz
1372658147620000285,41.136381,-8.607933000000001,9,Batalha
1372658151620000286,41.237406,-8.670249,31,H. Magalhães Lemos
1372658184620000346,41.167818,-8.610669,11,Bom Pastor
1372658278620000529,41.151024,-8.609886,60,Trindade
1372658347620000024,41.237523,-8.670060000000001,31,H. Magalhães Lemos
1372658372620000331,41.146047,-8.594928,61,Vinte e Quatro de Agosto
1372658372620000618,41.160888,-8.640864,59,Tenente Valadim
1372658465620000653,41.182884,-8.600418,33,H. São João
1372658507620000341,41.141115,-8.614152,53,Ribeira
1372658600620000239,41.145885,-8.610849,57,São Bento
1372658808620000386,41.153769,-8.631981,12,Bom Sucesso
1372658821620000153,41.181723,-8.604639,49,Pólo Universitário
1372658869620000005,41.236875,-8.670050999999999,31,H. Magalhães Lemos
1372658976620000249,41.14444500000001,-8.606304,9,Batalha
1372659128620000268,41.156289,-8.591337,2,Alameda
1372659148620000009,41.158791,-8.598834,38,Marquês
1372659155620000372,41.157126,-8.628318,13,Brasília
1372659163620000578,41.181885,-8.590932,6,Areosa
1372659194620000189,41.148801,-8.58564,15,Campanhã
1372659204620000080,41.167791,-8.629137,50,Prelada
1372659204620000514,41.148945,-8.585631,15,Campanhã
1372659221620000101,41.237208,-8.670177,31,H. Magalhães Lemos
1372659280620000026,41.157783,-8.627625,32,H. Militar
1372659410620000463,41.147226,-8.622522,39,Maternidade
1372659411620000429,41.144787,-8.625798,44,Palácio
1372659416620000281,41.148702,-8.585828999999999,15,Campanhã
1372659423620000351,41.237595,-8.670276,31,H. Magalhães Lemos
1372659442620000665,41.137479,-8.614377000000001,53,Ribeira
